Timestamp,Age,Gender ,Have you heard about Artificial Intelligence (AI) being used in education? ,"Have you ever used any AI-based tool for your learning? (ChatGPT, Grammarly, Duolingo, recommendation systems in online courses) ","If yes, which AI tools have you used for learning purposes? (Multiple choice)",Do you believe AI can personalize your learning experience? ,Have you received personalized feedback or recommendations from an AI tool that helped improve your learning?,Do you think AI helps in improving student engagement and motivation?,What are the biggest challenges you see in using AI for personalized learning? (Multiple choice),Would you recommend the integration of AI tools in your university’s teaching and learning methods?,What features do you think would make AI easier to use?
8/6/2025 7:45:54,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 7:46:16,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 7:46:39,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 7:47:06,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 7:47:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 7:47:53,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 7:48:36,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 7:49:05,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 22:07:02,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 22:07:24,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 22:07:49,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 22:08:07,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 22:08:58,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 22:09:23,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/6/2025 22:09:46,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/6/2025 22:10:07,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 19:25:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 19:26:05,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 19:26:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 19:26:54,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 19:27:27,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 19:27:47,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 19:57:36,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/8/2025 23:17:44,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:18:04,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:18:26,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:18:45,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:19:01,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/8/2025 23:19:05,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:19:24,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:20:04,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:20:09,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/8/2025 23:20:22,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:20:46,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:21:04,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:21:28,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:21:48,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:22:07,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:22:28,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:22:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:22:51,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/8/2025 23:23:09,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:23:39,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:23:57,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:24:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:24:38,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:25:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:25:29,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:25:51,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:26:12,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:26:34,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:26:56,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:27:21,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:27:41,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:28:08,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:28:28,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:28:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:29:09,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:29:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:29:50,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:30:11,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:30:30,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:30:55,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:31:23,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:31:45,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:32:10,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:32:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:32:53,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:33:50,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:34:09,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:34:34,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:34:55,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/8/2025 23:35:19,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/8/2025 23:35:39,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:12:31,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/9/2025 9:12:50,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:13:17,20+,Male,Yes,Yes,"ChatGPT, Gemini, Other",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:13:38,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:16:22,40+,Male,No,No,,Neutral,Not sure,Not sure,Lack of human interaction,Maybe,Offline Mode Usage
8/9/2025 9:16:53,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:17:10,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Lack of awareness,Yes,Offline Mode Usage
8/9/2025 9:17:29,20+,Male,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:18:48,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:31:44,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:45:12,20+,Female,Yes,Yes,"ChatGPT, Grammarly",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 9:45:32,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:45:55,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:46:21,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:46:31,40+,Female,No,No,,Neutral,Not sure,Not sure,Lack of awareness,Maybe,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:46:45,20+,Female,Yes,Yes,"ChatGPT, Gemini",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Analyzing Data to Predict Trends or Opportunities"
8/9/2025 9:46:50,20+,Male,Yes,Yes,ChatGPT,Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:47:05,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:47:24,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Cost and accessibility,Yes,"Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:47:30,20+,Female,Yes,Yes,"ChatGPT, Deepseek",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Estimating Prices or Costs"
8/9/2025 9:47:47,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Gemini",Strongly Agree,Yes,Yes,Cost and accessibility,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing"
8/9/2025 9:48:27,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,Remembering Previous Data
8/9/2025 9:48:30,20+,Male,Yes,Yes,"ChatGPT, Other",Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:48:47,20+,Male,Yes,Yes,"ChatGPT, Gemini",Strongly Agree,Yes,Yes,Over-reliance on AI,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:49:01,20+,Female,Yes,Yes,"ChatGPT, Other",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Multimodal Input (Image, Video, Text, Voice)"
8/9/2025 9:49:09,20+,Male,Yes,Yes,"ChatGPT, Gemini, Deepseek",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data"
8/9/2025 9:49:20,20+,Male,Yes,Yes,"ChatGPT, Grammarly, Duolingo, Gemini, Deepseek, Other",Strongly Agree,Yes,Yes,Lack of awareness,Yes,"Offline Mode Usage, Remembering Previous Data, Analyzing Data to Predict Trends or Opportunities, Estimating Prices or Costs, Multimodal Input (Image, Video, Text, Voice), Emotion Sensing, Routine and Reminder Automation"
8/9/2025 9:49:47,20+,Female,Yes,Yes,"ChatGPT, Duolingo",Agree,Yes,Yes,Lack of human interaction,Yes,"Offline Mode Usage, Emotion Sensing"
